School DBN,boro,NTA,Neighborhood,School Name,School Type,School Level,Regents Exam,Year,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,number_AP_CLASSES,num_ways_subway_to_school,num_ways_bus_to_school,num_total_ways_to_school,total_students,start_time,end_time,graduation_rate,attendance_rate,college_career_rate,Unbanked 2013,Underbanked 2013,% Poor 2013,% Foreign born 2013, Median income 2013 ,Unemployment 2013, Total Population , Total Number of Households ,Home Broadband Adoption (Percentage of Households),"Home Broadband Adoption by Quartiles (High Connected, Medium High Connected, Medium Low Connected, Low Connected)",Mobile Broadband Adoption (Percentage of Households),"Mobile broadband adoption by Quartiles (High Connected, Medium High Connected, Medium Low Connected, Low Connected)",No Broadband (Percentage of Households),"No Broadand by Quartiles (High, Medium High, Medium Low, Low)",Percentage of Blocks without a Commercial Fiber Provider,Percentage of Blocks without a Commercial Fiber Provider by Quartiles,Total Poles,Reserved Poles,Public Wi-Fi in NYC Count,Number of Free Public Wi-Fi Access Points in a Pedestrian Corridor,Available Free Public Wi-Fi in a Pedestrian Corridor (Y/N),Number of Public Computer Centers with free public Wi-Fi,Number of Public Computer Center Workstations
02M551,M,Battery Park City-Lower Manhattan,Financial District,Urban Assembly New York Harbor School,Career Technical,High school,Common Core English,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,534,8:40am,3:10pm,0.77,0.91,0.57,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M551,M,Battery Park City-Lower Manhattan,Financial District,Urban Assembly New York Harbor School,Career Technical,High school,Common Core Geometry,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,534,8:40am,3:10pm,0.77,0.91,0.57,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M551,M,Battery Park City-Lower Manhattan,Financial District,Urban Assembly New York Harbor School,Career Technical,High school,Global History and Geography,2019,70-79_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,534,8:40am,3:10pm,0.77,0.91,0.57,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M551,M,Battery Park City-Lower Manhattan,Financial District,Urban Assembly New York Harbor School,Career Technical,High school,Living Environment,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,534,8:40am,3:10pm,0.77,0.91,0.57,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M551,M,Battery Park City-Lower Manhattan,Financial District,Urban Assembly New York Harbor School,Career Technical,High school,Physical Settings/Chemistry,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,534,8:40am,3:10pm,0.77,0.91,0.57,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M551,M,Battery Park City-Lower Manhattan,Financial District,Urban Assembly New York Harbor School,Career Technical,High school,Physical Settings/Earth Science,2019,60-69_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,534,8:40am,3:10pm,0.77,0.91,0.57,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M551,M,Battery Park City-Lower Manhattan,Financial District,Urban Assembly New York Harbor School,Career Technical,High school,U.S. History and Government,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,0_subway_stops,0-20_bus_routes,0-25_total_transit_ways,534,8:40am,3:10pm,0.77,0.91,0.57,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Common Core Algebra,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Common Core Algebra2,2018,70-79_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Common Core English,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Common Core Geometry,2018,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Global History and Geography,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Living Environment,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Physical Settings/Chemistry,2018,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Physical Settings/Earth Science,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Spanish,2018,90-100_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,U.S. History and Government,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Common Core Algebra,2019,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Common Core Algebra2,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Common Core English,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Common Core Geometry,2019,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Global History and Geography,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Living Environment,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Physical Settings/Chemistry,2019,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Physical Settings/Earth Science,2019,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,Spanish,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M580,M,Battery Park City-Lower Manhattan,Financial District,Richard R. Green High School of Teaching,General Academic,High school,U.S. History and Government,2019,70-79_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,1-5_AP_CLASSES,11-15_subway_stops,21-40_bus_routes,26-50_total_transit_ways,499,8:20am,2:40pm,0.68,0.87,0.53,0.03,0.17,0.04,0.24,"$125,311.00 ",0.04,"46,466","22,194",0.91,High Connected,0.94,High Connected,0.03,Low,0,Low,144,7,52,51,TRUE,2,38
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Common Core Algebra,2018,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Common Core Algebra2,2018,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Common Core English,2018,70-79_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Common Core Geometry,2018,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Global History and Geography,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Living Environment,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Physical Settings/Chemistry,2018,<60_mean_score,>50%_of_class_FAILED_TEST,10%-25%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Physical Settings/Earth Science,2018,70-79_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Physical Settings/Physics,2018,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Spanish,2018,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,U.S. History and Government,2018,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Common Core Algebra,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Common Core Algebra2,2019,60-69_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Common Core English,2019,80-89_mean_score,0%-10%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,>50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Common Core Geometry,2019,60-69_mean_score,26%-50%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,10%-25%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Global History and Geography,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Living Environment,2019,70-79_mean_score,10%-25%_of_class_FAILED_TEST,>50%_of_class_PASSED_TEST,26%-50%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
02M600,M,Hudson Yards-Chelsea-Flatiron-Union Square,Chelsea,The High School of Fashion Industries,Career Technical,High school,Physical Settings/Chemistry,2019,<60_mean_score,>50%_of_class_FAILED_TEST,26%-50%_of_class_PASSED_TEST,0%-10%_of_class_ABOVE_80,6-10_AP_CLASSES,6-10_subway_stops,41-60_bus_routes,26-50_total_transit_ways,1590,8:10am,3:37pm,0.93,0.91,0.79,0.05,0.2,0.08,0.26,"$100,635.00 ",0.06,"77,490","44,426",0.83,High Connected,0.87,High Connected,0.07,Low,0,Low,151,32,156,110,TRUE,5,104
